id,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Age,Age_Range,Complain,Days_Customer,Education,Income,Income_Level,Income_Per,Kidhome,Marital_Status,NumAcceptedCmp,NumCatalogPurchases,NumDealsPurchases,NumPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Perferred_Purchase,Recency,Response,Teenhome,target
193,0,0,0,0,0,52,5,0,3272,2,67419.0,0.42742482549625,67419.0,0,3,0,4,4,25,7,7,5,0,29,0,1,1471
194,0,0,0,0,0,46,4,0,3077,2,5305.0,0.032666859609475546,5305.0,0,1,0,0,0,1,0,1,7,0,12,0,1,32
195,0,0,0,0,0,47,4,0,2888,4,61905.0,0.38119546543347477,61905.0,0,3,0,2,2,12,4,4,5,0,2,0,1,231
196,0,0,0,0,0,34,3,0,3275,2,68487.0,0.6716387172697852,68487.0,0,1,0,7,1,30,7,7,4,2,48,0,0,1366
197,0,0,0,0,0,48,4,0,3106,2,34421.0,0.21195588588459147,17210.5,1,1,0,0,1,4,2,1,7,2,81,0,0,30
198,0,0,0,0,0,70,7,0,2902,4,69805.0,0.6137566602774895,69805.0,0,3,0,7,2,27,7,6,2,2,50,0,1,1038
199,0,0,0,0,0,64,6,0,3075,4,32173.0,0.32571347580914584,32173.0,0,0,0,0,1,5,3,1,4,2,0,0,1,22
200,0,0,0,0,0,44,4,0,2856,3,35544.0,0.2188710382580959,17772.0,1,2,0,0,1,6,3,2,7,2,77,0,0,67
201,0,0,1,0,0,52,5,0,2914,4,57642.0,0.3654403327141435,57642.0,0,2,1,6,3,22,6,7,4,0,24,0,1,679
202,0,0,0,0,0,61,6,0,3013,4,66426.0,0.6724844852546645,66426.0,0,3,0,5,2,20,7,3,6,2,14,0,1,1377
203,0,0,0,0,0,49,4,0,2797,4,37401.0,0.2303059785587172,18700.5,1,1,0,0,2,7,3,2,7,2,14,0,0,48
204,0,0,0,1,0,67,6,0,3157,2,50737.0,0.5136519635137734,50737.0,0,1,1,0,1,7,4,2,6,2,61,0,1,99
205,0,0,0,0,0,50,5,0,3098,3,57136.0,0.36223238003461544,28568.0,1,1,0,2,7,26,7,5,6,2,48,0,1,642
206,0,0,0,0,0,53,5,0,3205,2,58917.0,0.37352361268726264,29458.5,1,3,0,1,5,16,6,4,5,2,10,0,2,282
207,0,0,0,0,0,33,3,0,3257,2,37155.0,0.36437187408061195,18577.5,1,1,0,0,1,7,4,2,5,2,51,0,0,74
208,0,0,0,0,0,70,7,0,2982,1,13084.0,0.11504035732498637,13084.0,0,3,0,0,1,5,3,1,6,2,29,0,0,29
209,0,0,0,0,0,60,6,0,3165,4,85696.0,0.867570385818561,85696.0,0,0,1,6,1,20,7,4,1,2,88,1,0,1313
210,0,0,0,0,0,74,7,0,2828,4,82032.0,0.7212618917825804,82032.0,0,4,0,6,0,17,7,4,1,2,54,0,0,1234
211,0,0,0,0,0,56,5,0,3209,2,37070.0,0.23501740282629507,18535.0,1,2,1,1,7,23,7,5,7,2,30,1,1,433
212,0,0,0,0,0,74,7,0,3286,4,60200.0,0.5293052209541562,60200.0,0,2,0,2,6,25,7,6,6,2,3,0,1,685
213,0,0,0,0,0,44,4,0,3248,0,63855.0,0.3932030764115101,63855.0,0,3,0,3,1,24,7,7,4,2,28,0,0,1006
214,1,0,0,1,1,39,3,0,3217,2,101970.0,1.0,101970.0,0,2,4,7,0,27,7,6,2,2,69,1,0,1135
215,0,0,0,0,0,66,6,0,3223,3,34941.0,0.35373619364831893,17470.5,1,3,0,0,2,8,3,3,7,0,26,0,1,97
216,0,0,0,0,0,53,5,0,3140,2,54165.0,0.3433967527403904,54165.0,0,3,0,1,1,11,7,2,2,2,72,0,0,236
217,0,0,0,0,0,46,4,0,3316,2,46310.0,0.28516536635528983,23155.0,1,0,0,1,2,14,5,6,7,0,99,0,0,309
218,0,0,0,0,0,62,6,0,3158,3,39228.0,0.39713698533059316,39228.0,0,0,0,0,1,4,3,0,4,2,1,0,0,20
219,0,0,0,0,0,48,4,0,2807,4,39190.0,0.24132219191241217,19595.0,1,2,0,1,2,9,4,2,5,2,91,0,0,133
220,0,0,0,0,0,37,3,0,3375,2,70596.0,0.6923212709620477,70596.0,0,2,0,5,1,21,7,3,2,2,68,0,0,968
221,0,0,0,0,0,60,6,0,3165,4,85696.0,0.867570385818561,85696.0,0,0,1,6,1,20,7,4,1,2,88,1,0,1313
222,0,0,0,0,0,44,4,0,3036,2,33039.0,0.20344587646323517,16519.5,1,1,0,0,1,7,4,2,5,2,4,0,0,78
223,0,0,0,0,0,47,4,0,3294,4,56559.0,0.3482761381059995,56559.0,0,3,0,3,3,18,7,4,4,2,46,0,1,484
224,0,0,0,0,0,53,5,0,3241,2,56796.0,0.36007683870845036,56796.0,0,1,0,7,3,27,7,7,7,1,24,0,1,1001
225,0,0,0,0,0,43,4,0,3197,2,60474.0,0.3723837263003627,60474.0,0,2,0,2,7,31,7,7,7,2,25,0,1,1180
226,0,0,0,0,0,52,5,0,2791,4,65968.0,0.4182257358954689,65968.0,0,3,0,4,2,18,7,5,3,2,12,0,1,495
227,0,0,0,0,0,57,5,0,3046,4,40760.0,0.25841136604261633,40760.0,0,2,0,1,2,8,3,2,6,2,64,0,1,93
228,0,0,0,0,0,67,6,0,2793,4,38725.0,0.3920447067637203,19362.5,1,1,0,0,2,7,4,1,4,2,52,0,1,45
229,0,0,0,0,0,67,6,0,3056,2,80317.0,0.813114388977191,80317.0,0,2,0,4,1,18,7,3,1,2,64,0,0,1231
230,0,0,0,0,0,59,5,0,3180,2,22419.0,0.14213259115086888,22419.0,0,1,0,2,1,8,2,3,7,0,74,0,0,162
231,0,0,0,0,0,60,6,0,3003,4,42769.0,0.43298541158366827,42769.0,0,1,0,1,2,8,4,1,4,2,15,0,1,88
232,0,0,0,0,0,67,6,0,2991,2,38946.0,0.3942820697125849,38946.0,0,3,0,1,2,12,6,3,5,2,84,0,1,257
233,0,0,0,0,0,46,4,0,3297,4,60000.0,0.3694649531703172,60000.0,0,2,0,3,5,24,5,7,6,0,57,0,1,1277
234,0,0,0,0,0,64,6,0,3129,2,53977.0,0.5464531216781234,53977.0,0,3,0,5,5,27,7,5,5,2,21,0,1,907
235,0,0,0,1,0,65,6,0,2752,2,50116.0,0.5073650748656063,25058.0,1,3,1,0,2,7,4,1,5,2,68,0,1,66
236,0,0,0,1,0,50,5,0,3207,2,59666.0,0.3782721434322558,29833.0,1,1,1,2,7,20,7,3,7,2,87,0,1,1027
237,0,1,0,1,0,53,5,0,3326,4,55212.0,0.35003455205949296,55212.0,0,1,2,2,3,20,7,4,7,2,65,0,1,1182
238,0,0,0,0,0,48,4,0,2942,3,58494.0,0.3601913828457422,58494.0,0,1,0,2,2,16,6,6,6,0,56,0,1,396
239,0,0,0,0,0,45,4,0,3034,2,54809.0,0.33750007697186524,27404.5,1,1,0,1,4,12,5,2,4,2,0,0,1,174
240,0,0,0,0,0,33,3,0,3289,2,30279.0,0.29694027655192706,15139.5,1,2,0,0,1,5,3,1,7,2,13,0,0,37
241,0,0,0,0,0,29,3,0,2799,2,74293.0,0.7285770324605276,74293.0,0,2,0,4,1,16,6,5,2,2,66,0,0,1127
242,0,0,0,1,0,56,5,0,3102,2,44529.0,0.28230617562589944,44529.0,0,1,1,2,6,25,7,6,5,2,98,0,1,691
243,1,0,0,0,1,47,4,0,3307,3,92163.0,0.5675166413172658,92163.0,0,1,3,7,0,21,5,5,2,1,25,1,0,2086
244,0,0,0,0,0,62,6,0,3424,3,30522.0,0.3089990584852749,30522.0,0,1,0,2,5,17,7,1,2,2,6,0,1,326
245,0,0,0,0,0,48,4,0,3392,4,25509.0,0.15707802484036035,12754.5,1,0,1,0,3,9,3,3,7,0,15,1,0,101
247,0,0,0,0,0,49,4,0,3374,2,20895.0,0.12866616994156296,10447.5,1,1,0,0,1,6,3,2,7,2,24,0,0,45
248,0,0,0,0,0,58,5,0,3035,0,62905.0,0.3988068444776933,62905.0,0,1,0,2,3,20,7,7,4,2,68,0,1,622
249,0,0,0,0,0,63,6,0,2827,4,38829.0,0.39309758344553897,38829.0,0,1,0,2,1,8,2,3,5,0,86,0,1,99
250,0,0,0,0,0,60,6,0,2889,2,83715.0,0.8475151097927656,83715.0,0,1,0,7,1,24,7,2,0,2,2,0,0,926
251,0,0,0,0,0,68,6,0,3239,2,70044.0,0.7091124452048554,70044.0,0,0,0,7,4,26,5,7,5,1,46,0,1,1504
252,0,0,0,0,0,39,3,0,3180,2,37292.0,0.36571540649210554,18646.0,1,3,0,3,5,19,5,6,7,0,32,0,0,460
253,0,0,1,0,0,36,3,0,3358,2,22518.0,0.2208296557811121,11259.0,1,1,2,1,2,7,2,2,5,0,36,1,0,61
254,0,0,1,0,0,38,3,0,3197,3,42207.0,0.413915857605178,21103.5,1,1,2,1,4,14,5,4,6,2,71,1,0,265
255,0,0,0,0,0,66,6,0,3003,0,58821.0,0.5954928778966764,58821.0,0,3,0,2,1,21,7,7,6,0,44,0,1,728
256,0,0,0,0,0,32,3,0,3241,2,18929.0,0.1856330293223497,18929.0,0,1,0,0,1,6,4,1,6,2,15,0,0,85
257,0,0,0,0,0,69,6,0,3139,2,47703.0,0.4829363110845642,47703.0,0,1,0,3,4,21,7,6,5,2,95,0,1,655
258,0,0,0,0,0,51,5,0,2815,0,26850.0,0.17022436649274406,13425.0,1,3,0,1,4,11,4,2,4,2,10,0,1,63
259,0,0,0,0,0,45,4,0,2893,2,33178.0,0.2043018036047464,16589.0,1,3,0,0,1,5,3,1,4,2,9,0,0,49
260,0,0,0,0,0,54,5,0,3039,3,32889.0,0.2085105843418942,16444.5,1,3,0,1,3,9,3,2,5,2,78,0,1,55
261,0,0,0,0,0,64,6,0,3099,2,49967.0,0.5058566265426162,49967.0,0,2,0,1,3,15,5,6,7,0,4,0,1,306
262,0,0,1,0,0,46,4,0,2920,3,33181.0,0.20432027685240492,16590.5,1,1,1,0,1,4,2,1,6,2,90,0,0,16
263,0,0,0,0,0,51,5,0,3112,3,71499.0,0.4532913214102312,71499.0,0,3,0,3,2,26,7,7,4,2,12,0,1,795
264,0,0,0,0,0,54,5,0,2940,2,19329.0,0.12254252439248603,9664.5,1,1,0,0,3,10,3,4,7,0,39,0,0,60
265,0,0,0,0,0,30,3,0,2987,1,15253.0,0.14958321074825928,7626.5,1,2,0,0,2,6,3,1,7,2,13,0,0,29
266,0,0,0,0,0,50,5,0,3173,3,49494.0,0.31378341881533983,24747.0,1,2,0,1,2,14,5,6,7,0,46,0,0,385
267,0,0,0,0,0,45,4,0,3399,2,74985.0,0.4617388252246039,74985.0,0,1,0,6,1,17,7,3,2,2,8,0,0,1869
268,0,0,0,1,0,40,4,0,3017,0,58582.0,0.3607332647770587,58582.0,0,3,1,2,2,22,7,7,5,0,15,0,1,763
269,0,0,0,0,0,40,4,0,3385,0,66664.0,0.4105001939691004,66664.0,0,3,0,7,1,19,6,5,3,1,78,0,0,1289
270,0,0,0,0,0,75,7,0,3085,4,25358.0,0.2229588337700248,25358.0,0,4,0,0,2,6,3,1,6,2,57,0,1,32
271,0,0,1,0,0,56,5,0,3243,2,55686.0,0.3530396302612643,55686.0,0,0,1,3,2,16,5,6,4,0,27,0,1,982
272,0,0,1,0,0,49,4,0,2784,4,35860.0,0.22081688701145957,17930.0,1,2,2,1,2,6,2,1,5,2,37,1,1,49
273,0,0,1,0,0,66,6,0,3237,3,50965.0,0.5159601931623758,50965.0,0,1,1,4,3,22,5,7,7,0,87,0,1,685
274,0,0,0,1,0,65,6,0,3382,2,78618.0,0.7959140285694039,78618.0,0,1,1,7,1,22,7,4,2,2,87,0,0,2153
275,0,0,0,0,0,65,6,0,3295,2,21994.0,0.22266317057614626,21994.0,0,3,0,0,1,4,3,0,5,2,4,0,1,22
276,0,0,0,0,0,74,7,0,2799,4,34469.0,0.303066805001143,17234.5,1,1,0,1,3,9,4,1,4,2,58,0,1,62
277,0,0,0,0,0,42,4,0,3121,2,81741.0,0.5033405789515816,81741.0,0,2,0,6,0,19,7,6,2,2,75,0,0,1572
278,1,0,0,0,0,53,5,0,2744,3,79734.0,0.505499800295436,79734.0,0,1,1,3,1,14,6,4,1,2,72,0,0,914
279,0,0,0,0,0,60,6,0,3087,4,56067.0,0.5676118934569788,56067.0,0,3,0,4,2,20,7,7,5,0,51,0,1,725
280,0,0,0,0,0,75,7,0,3045,4,73059.0,0.6423672780347126,73059.0,0,3,0,3,1,26,7,7,4,2,36,0,1,1095
281,0,0,0,0,0,46,4,0,2885,2,37697.0,0.23212867232769077,18848.5,1,2,0,1,1,7,3,2,6,2,82,0,0,84
282,0,0,0,0,0,47,4,0,3398,4,80427.0,0.49524929647715166,80427.0,0,1,0,7,1,28,7,7,5,0,56,0,1,1835
283,0,0,0,0,0,64,6,0,3095,3,42315.0,0.42838919991495994,42315.0,0,3,0,4,3,12,4,1,3,1,90,0,1,270
284,0,0,0,0,0,64,6,0,3129,2,53977.0,0.5464531216781234,53977.0,0,3,0,5,5,27,7,5,5,2,21,0,1,907
285,0,0,0,0,0,77,7,0,2979,2,63285.0,0.556429915416674,63285.0,0,4,0,5,1,25,7,6,3,2,84,0,0,1103
286,1,0,0,1,1,45,4,0,3070,2,96876.0,0.5965381133887941,96876.0,0,3,4,7,1,24,7,7,2,2,79,1,0,1941
287,0,0,0,0,0,49,4,0,3151,3,52034.0,0.3204123228877381,26017.0,1,0,0,2,5,16,5,4,7,2,67,0,1,332
288,0,0,0,0,0,67,6,0,2834,3,38452.0,0.38928090547394634,19226.0,1,1,0,0,3,9,3,3,7,0,62,0,1,72
289,0,0,0,0,0,54,5,0,3365,2,35893.0,0.22755542594130587,17946.5,1,2,0,1,6,15,5,3,7,2,80,0,1,199
290,0,0,0,0,0,49,4,0,2840,4,20427.0,0.1257843433068345,10213.5,1,3,0,0,1,4,2,1,7,2,63,0,0,10
291,0,0,0,0,0,49,4,0,2879,0,31163.0,0.19189393892744325,15581.5,1,0,0,0,1,5,3,1,6,2,54,0,0,38
292,0,0,0,0,0,49,4,0,3362,4,48432.0,0.29823211019908,48432.0,0,2,0,1,5,19,6,7,7,0,3,0,1,424
293,0,0,0,0,0,41,4,0,2961,2,41967.0,0.2584222614949784,20983.5,1,2,0,0,1,5,3,1,4,2,66,0,1,54
294,0,0,0,0,0,59,5,0,3312,2,56253.0,0.3566343124140161,56253.0,0,3,0,2,4,22,7,7,6,2,83,0,1,597
295,0,0,0,0,0,72,7,0,3435,2,27203.0,0.23918089577435067,13601.5,1,3,0,1,2,6,2,1,7,2,92,0,1,64
296,0,0,0,0,0,32,3,0,3107,2,26095.0,0.2559086005687947,13047.5,1,2,0,0,1,5,3,1,7,2,77,0,0,42
297,0,0,0,0,0,65,6,0,3311,4,6835.0,0.06919627038683095,6835.0,0,3,0,0,0,1,1,0,7,2,76,0,1,137
298,1,0,0,0,1,33,3,0,2787,4,77845.0,0.7634108071001275,77845.0,0,3,2,5,1,21,7,3,1,2,40,0,0,1346
299,0,0,0,0,0,48,4,0,2902,3,21255.0,0.13088295966058486,10627.5,1,3,0,1,4,11,4,2,4,2,56,0,0,61
300,0,0,0,0,0,68,6,0,2818,2,75315.0,0.7624750701074137,75315.0,0,3,0,4,2,23,7,5,2,2,14,0,1,841
301,0,0,0,0,0,51,5,0,3033,2,72258.0,0.4581032504295233,72258.0,0,2,0,7,2,22,5,6,2,1,28,0,1,1525
302,0,0,0,0,0,54,5,0,3144,2,41728.0,0.26454831899475695,20864.0,1,3,0,0,1,5,2,2,7,0,92,0,0,55
303,0,1,1,0,1,58,5,0,3022,4,64140.0,0.40663653135361655,64140.0,0,0,4,5,5,18,6,2,5,2,71,1,2,1750
304,0,0,0,0,0,39,3,0,3193,3,27100.0,0.2657644405217221,13550.0,1,1,0,0,1,5,3,1,7,2,64,0,0,37
305,0,0,0,0,0,68,6,0,2912,4,65324.0,0.6613280419530863,65324.0,0,1,0,2,3,20,7,6,4,2,0,0,1,544
306,0,0,1,0,0,68,6,0,3119,2,50501.0,0.511262743351185,25250.5,1,1,2,4,7,20,4,5,6,0,10,1,1,500
307,0,0,0,0,0,50,5,0,3357,4,62010.0,0.3931326989279352,62010.0,0,1,0,2,4,19,7,6,5,2,93,0,1,530
308,0,0,0,0,0,40,4,0,3347,2,63211.0,0.38923748591414864,63211.0,0,1,1,7,2,20,7,3,2,1,3,1,0,1173
309,0,0,0,0,0,33,3,0,3289,2,30279.0,0.29694027655192706,15139.5,1,2,0,0,1,5,3,1,7,2,13,0,0,37
310,0,0,0,0,0,41,4,0,2834,3,36143.0,0.22255953004057957,18071.5,1,2,0,1,1,4,2,0,3,2,33,0,0,19
311,1,0,0,0,0,60,6,0,2780,2,76081.0,0.7702299118215779,76081.0,0,3,1,5,1,14,4,4,2,1,85,0,0,1033
312,0,0,0,0,0,53,5,0,3340,4,48240.0,0.30583327521824855,48240.0,0,2,1,3,3,25,7,6,5,2,73,1,0,882
313,0,0,0,0,0,41,4,0,2753,0,51111.0,0.3147287203581347,25555.5,1,1,0,0,2,7,3,2,6,2,83,0,1,55
314,0,0,0,0,0,53,5,0,2994,1,22390.0,0.14194873615540185,22390.0,0,3,0,0,1,4,2,1,7,2,49,0,0,26
315,0,0,0,0,0,52,5,0,3060,2,54137.0,0.3432192375723533,54137.0,0,0,0,1,2,11,4,4,6,0,46,0,1,203
316,0,0,0,0,0,54,5,0,3400,3,34053.0,0.21589014347029473,34053.0,0,3,0,0,1,7,3,3,7,0,14,0,1,103
317,0,0,0,0,1,57,5,0,3226,2,83003.0,0.5262246961637704,83003.0,0,3,2,6,1,22,7,7,3,2,18,1,0,1674
318,0,0,0,0,0,70,7,0,3162,2,40887.0,0.359496720417817,20443.5,1,2,1,1,3,10,3,3,7,0,32,1,1,161
319,0,0,0,0,0,74,7,0,3078,2,90842.0,0.7987233369089278,90842.0,0,2,0,7,1,27,7,4,1,2,57,0,0,1424
320,0,0,0,0,0,57,5,0,2827,2,58692.0,0.37209715151553574,58692.0,0,1,0,2,1,15,4,7,7,0,21,0,1,395
321,0,0,0,0,0,35,3,0,2785,2,57100.0,0.5599686182210454,28550.0,1,2,0,2,2,14,7,3,3,2,9,0,0,311
322,0,0,0,0,0,66,6,0,2793,4,77376.0,0.7833402512730696,38688.0,1,3,0,3,4,23,7,6,4,2,72,0,1,661
323,1,0,0,1,1,50,5,0,3148,2,80134.0,0.5080357312673949,40067.0,1,1,4,3,2,16,6,5,6,2,40,1,0,1690
324,0,0,0,0,0,72,7,0,2884,4,41145.0,0.3617651713647634,20572.5,1,1,0,0,1,4,3,0,3,2,20,0,1,13
325,0,0,0,0,0,49,4,0,2797,4,37401.0,0.2303059785587172,18700.5,1,1,0,0,2,7,3,2,7,2,14,0,0,48
326,0,0,0,0,0,54,5,0,2832,2,51287.0,0.3251507293971458,25643.5,1,1,0,1,3,11,3,4,7,0,10,0,1,182
327,0,0,0,0,0,46,4,0,2774,2,64892.0,0.399588662352137,64892.0,0,0,0,4,2,24,7,6,4,2,77,0,1,902
328,0,0,1,0,0,49,4,0,3055,2,55593.0,0.3423277523599574,55593.0,0,3,1,6,2,17,3,6,6,0,63,0,1,546
329,0,0,0,0,0,46,4,0,3336,1,7500.0,0.04618311914628965,7500.0,0,1,0,0,1,6,3,2,7,2,59,0,0,61
330,0,0,0,0,0,69,6,0,2950,2,48686.0,0.49288802049060004,24343.0,1,1,0,0,1,4,2,1,7,2,8,0,2,20
331,0,0,0,1,0,73,7,0,3296,4,58607.0,0.5152988552235919,58607.0,0,1,1,3,3,17,7,2,7,2,63,0,1,972
332,0,0,0,0,0,36,3,0,3351,1,20425.0,0.20030401098362263,10212.5,1,1,0,0,2,7,3,2,7,2,5,0,0,57
333,0,0,0,0,0,50,5,0,3033,2,74716.0,0.473686546252211,74716.0,0,1,0,3,2,17,5,7,4,0,92,0,1,860
334,0,0,0,0,0,38,3,0,2927,2,23976.0,0.23512797881729922,11988.0,1,3,0,1,3,10,3,3,7,0,68,0,0,66
335,0,0,0,0,0,50,5,0,2993,2,64474.0,0.40875403371520225,64474.0,0,3,0,2,2,22,7,7,5,2,59,0,1,823
336,0,0,0,0,0,42,4,0,2853,2,51766.0,0.31876204609691067,25883.0,1,2,0,2,2,12,4,4,5,0,74,0,0,275
337,0,0,0,0,0,54,5,0,3384,2,58554.0,0.3712222553302099,29277.0,1,3,0,2,6,22,6,7,7,0,55,0,1,586
338,0,0,0,0,0,50,5,0,3029,4,43269.0,0.27431799306422877,21634.5,1,1,0,0,1,4,2,1,7,2,61,0,0,19
339,0,0,0,0,0,35,3,0,3244,2,22434.0,0.22000588408355398,11217.0,1,3,0,0,2,7,3,2,7,2,25,0,0,58
340,0,0,0,0,1,76,7,0,2873,2,78569.0,0.6908136529094202,78569.0,0,1,2,6,1,15,4,4,1,1,14,1,0,1736
341,0,0,0,0,0,55,5,0,2995,0,47821.0,0.30317688752512156,23910.5,1,3,0,0,1,5,3,1,7,2,54,0,1,47
342,0,0,0,0,0,34,3,0,2820,2,39747.0,0.38979111503383346,19873.5,1,2,0,1,3,13,4,5,7,0,43,0,0,273
343,0,0,0,0,0,60,6,0,3127,3,58646.0,0.5937212104032316,58646.0,0,1,0,1,1,8,4,2,4,2,3,0,1,140
344,0,0,0,0,0,69,6,0,3434,4,53593.0,0.5425655770067931,26796.5,1,3,0,2,7,23,6,7,7,0,60,0,1,480
345,0,0,0,0,0,50,5,0,3078,2,40321.0,0.25562818180089136,20160.5,1,1,0,0,2,8,3,3,7,0,59,0,1,102
346,0,0,0,1,0,52,5,0,3339,2,67384.0,0.4272029315362036,67384.0,0,2,1,7,2,22,5,7,5,1,32,0,1,1490
347,0,0,0,0,0,46,4,0,3237,2,20180.0,0.12426337924961668,20180.0,0,2,0,1,1,8,4,2,7,2,27,0,0,137
348,1,0,0,0,1,72,7,0,3061,2,80763.0,0.7101042784039953,80763.0,0,1,3,7,1,23,6,5,3,1,17,1,0,1415
349,0,0,1,0,0,42,4,0,3019,3,31535.0,0.1941846216370992,15767.5,1,1,1,1,1,5,2,1,7,2,95,0,0,51
350,0,0,0,0,0,36,3,0,3263,0,20491.0,0.20095126017456114,20491.0,0,3,0,1,1,4,2,0,7,2,16,0,0,30
351,0,0,0,0,0,48,4,0,3106,2,34421.0,0.21195588588459147,17210.5,1,1,0,0,1,4,2,1,7,2,81,0,0,30
352,0,0,0,1,0,65,6,0,3207,2,47743.0,0.4833412636544945,47743.0,0,1,1,1,3,14,6,4,6,2,56,0,1,275
353,0,0,0,0,0,56,5,0,2913,2,43602.0,0.2764291555983846,21801.0,1,2,0,1,3,9,2,3,6,0,45,0,1,68
354,0,0,0,0,0,54,5,0,2810,3,27071.0,0.17162546835475137,13535.5,1,0,0,0,2,7,3,2,6,2,90,0,0,35
355,0,0,0,1,0,52,5,0,3370,2,40548.0,0.25706732262747806,40548.0,0,3,1,1,2,9,4,2,5,2,31,0,1,120
356,0,0,0,0,0,73,7,0,3023,2,70165.0,0.6169219406685775,70165.0,0,4,0,7,1,22,7,3,1,2,60,0,0,926
357,0,0,0,0,0,66,6,0,3045,2,50387.0,0.5101086285268838,50387.0,0,1,0,2,3,19,7,6,5,2,91,0,2,525
358,0,0,1,0,0,59,5,0,2746,2,80124.0,0.507972332993096,80124.0,0,1,1,7,1,19,7,3,1,2,47,0,0,1495
359,0,0,0,0,0,46,4,0,3237,2,20180.0,0.12426337924961668,20180.0,0,2,0,1,1,8,4,2,7,2,27,0,0,137
360,0,0,0,0,0,59,5,0,3333,4,46757.0,0.2964313111397108,46757.0,0,2,0,4,6,21,7,4,7,2,71,0,1,1143
361,0,0,0,0,0,60,6,0,3240,4,54693.0,0.5537017726798749,54693.0,0,1,0,4,7,31,7,6,6,2,72,0,1,929
362,0,0,0,0,0,57,5,0,3079,4,36921.0,0.23407276853924036,18460.5,1,0,0,0,2,7,3,2,7,2,74,0,1,38
363,0,0,0,0,0,47,4,0,2929,2,58330.0,0.3591815119737434,58330.0,0,4,0,4,1,24,7,6,4,2,87,0,1,1064
364,0,0,0,0,0,64,6,0,2895,4,50520.0,0.5114550958219019,50520.0,0,4,0,1,2,9,3,3,6,0,25,0,1,135
365,0,0,0,0,0,47,4,0,3036,2,76532.0,0.4712648632671786,38266.0,1,3,0,5,4,25,7,7,5,0,38,0,1,820
366,0,0,0,0,0,64,6,0,3308,2,28087.0,0.2843475707907711,14043.5,1,3,0,2,3,9,2,2,7,0,77,0,1,112
367,0,0,0,1,0,41,4,0,3437,4,56937.0,0.3506037673109725,28468.5,1,3,2,6,7,30,7,7,6,2,81,1,0,906
368,0,0,0,0,0,52,5,0,2954,2,43020.0,0.27273937603418436,21510.0,1,2,0,1,3,12,4,4,6,0,79,0,0,223
369,0,0,0,0,0,48,4,0,2893,2,19346.0,0.11912781640054927,9673.0,1,0,0,0,1,5,3,1,7,2,26,0,0,22
370,0,0,0,0,0,50,5,0,3430,4,62220.0,0.3944640626882136,62220.0,0,3,1,6,5,23,5,7,6,0,55,1,1,1226
371,0,0,0,0,0,66,6,0,3206,0,31395.0,0.31783714832400256,15697.5,1,0,0,1,4,10,3,2,6,2,80,0,1,64
372,0,0,0,0,0,61,6,0,2981,2,45938.0,0.46506777893639206,45938.0,0,2,0,4,2,20,6,7,6,0,46,0,0,636
373,0,0,0,1,0,65,6,0,3003,2,42213.0,0.4273565708616378,42213.0,0,3,1,1,2,15,7,5,7,2,96,0,1,363
374,0,0,0,0,0,47,4,0,3084,2,36627.0,0.22553988066282013,12209.0,2,0,0,0,1,4,3,0,5,2,78,0,0,16
375,0,0,0,0,0,57,5,0,2745,2,61482.0,0.3897852700449494,61482.0,0,1,0,2,1,12,6,3,2,2,39,0,0,299
376,0,0,1,0,0,41,4,0,3410,3,42021.0,0.25875477995283164,21010.5,1,3,1,1,5,22,6,7,7,0,34,0,0,573
377,0,0,0,0,0,52,5,0,2965,4,69084.0,0.4379806381670291,34542.0,1,1,0,3,2,25,7,7,7,2,43,0,0,1586
378,0,0,0,0,0,69,6,0,2998,2,23272.0,0.23560140518541767,23272.0,0,0,0,0,1,5,3,1,4,2,29,0,0,46
379,0,0,0,0,0,46,4,0,2852,2,30772.0,0.18948625898261667,15386.0,1,1,0,0,1,4,2,1,6,2,89,0,1,20
380,1,0,0,1,1,43,4,0,3416,2,77568.0,0.47764429145858606,77568.0,0,3,3,2,1,21,7,7,5,0,30,0,1,2194
381,0,0,0,1,0,53,5,0,3149,3,62772.0,0.39796364742951695,62772.0,0,2,1,6,1,23,7,5,2,2,74,0,1,946
382,0,0,0,0,0,49,4,0,2863,4,54222.0,0.3338854781800156,54222.0,0,1,0,3,1,12,5,3,3,2,98,0,1,264
383,0,0,0,0,0,40,4,0,3069,2,50272.0,0.3095623687629698,25136.0,1,3,0,1,3,13,5,4,7,2,75,0,0,233
384,0,0,0,0,0,61,6,0,3416,2,60544.0,0.6129362098464217,30272.0,1,1,0,1,4,15,5,5,6,0,92,0,1,289
385,0,0,0,1,0,56,5,0,3113,2,57811.0,0.3665117635497962,57811.0,0,3,1,2,5,25,7,7,5,2,49,0,1,802
386,0,0,0,0,0,69,6,0,2812,2,37716.0,0.3818297781872298,37716.0,0,1,0,1,2,10,3,4,7,0,4,0,1,188
387,0,0,0,0,0,57,5,0,3357,0,60161.0,0.38141035801005496,60161.0,0,0,0,4,3,26,7,7,7,0,17,0,1,1071
388,0,0,0,0,0,40,4,0,2990,4,70038.0,0.43127643983571123,70038.0,0,3,0,4,1,17,7,4,2,2,54,0,0,1244
389,0,0,0,1,0,52,5,0,3091,3,36138.0,0.22910868366163073,18069.0,1,1,1,1,5,13,4,3,7,2,48,0,1,151
